series,season,episode,title,imdb url,user rating,user votes,date,stardate,director,writer,featured characters,main cast,recurring cast,,
TOS,3,16,The Mark of Gideon,http://www.imdb.com/title/tt0708470/,6.7,521,17-Jan-69,5423.4,Jud Taylor,George F. Slavin,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,17,That Which Survives,http://www.imdb.com/title/tt0708450/,6.6,508,24-Jan-69,Unknown,Herb Wallerstein,Michael Richards,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,18,The Lights of Zetar,http://www.imdb.com/title/tt0708468/,6.2,500,31-Jan-69,5725.3,Herb Kenwith,Jeremy Tarcher,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,19,Requiem for Methuselah,http://www.imdb.com/title/tt0708444/,7.7,586,14-Feb-69,5843.7,Murray Golden,Jerome Bixby,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,20,The Way to Eden,http://www.imdb.com/title/tt0708482/,5.5,616,21-Feb-69,5832.3,David Alexander,Michael Richards,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,21,The Cloud Minders,http://www.imdb.com/title/tt0708456/,6.8,516,28-Feb-69,5818.4,Jud Taylor,David Gerrold,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,22,The Savage Curtain,http://www.imdb.com/title/tt0708477/,6.9,532,7-Mar-69,5906.4,Herschel Daugherty,Gene Roddenberry,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,23,All Our Yesterdays,http://www.imdb.com/title/tt0708415/,8.1,613,14-Mar-69,5943.7,Marvin Chomsky,Jean Lisette Aroeste,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TOS,3,24,Turnabout Intruder,http://www.imdb.com/title/tt0708485/,6.9,554,3-Jun-69,5928.5,Herb Wallerstein,Gene Roddenberry,?,"William Shatner as Captain Kirk, Leonard Nimoy as Mr. Spock, DeForest Kelley as Dr. McCoy, James Doohan as Scott, Nichelle Nichols as Uhura, George Takei as Sulu, Walter Koenig as Chekov, Majel Barrett as Chapel",?,,
TNG,1,1,Encounter at Farpoint,http://www.imdb.com/title/tt0094030/,6.9,"2,650",28-Sep-87,41153.7,Corey Allen,D. C. Fontana,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign","Security Officer, Armin Shimmerman as Letek","Betazoid Gift Box, Biff Yeager as Lt. Commander Argyle, Ward Costello as Rear Admiral Gregory Quinn, Robert Schenkkan as Lt. Commander Dexter Remmick, Majel Barrett as Lwaxana Troi, Carel Struycken as Mr. Homn, Eric Menyuk as The Traveler"
TNG,1,2,The Naked Now,http://www.imdb.com/title/tt0708810/,6.6,867,5-Oct-87,41209.2,Paul Lynch,John D. F. Black,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,3,Code of Honor,http://www.imdb.com/title/tt0708689/,5.3,779,12-Oct-87,41235.25,Russ Mayberry,Katharyn Powers,Yar,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,4,The Last Outpost,http://www.imdb.com/title/tt0708804/,6.4,727,19-Oct-87,41386.4,Richard Colla,Richard Krzmeien,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,5,Where No One Has Gone Before,http://www.imdb.com/title/tt0708842/,7.5,780,26-Oct-87,41263.1,Rob Bowman,Diane Duane,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,6,Lonely Among Us,http://www.imdb.com/title/tt0708743/,6.4,652,2-Nov-87,41249.3,Cliff Bole,Michael Halperin,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,7,Justice,http://www.imdb.com/title/tt0708739/,6.1,728,9-Nov-87,41255.6,James L. Conway,Ralph Willis,"Picard, Wesley","Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,8,The Battle,http://www.imdb.com/title/tt0708784/,7,658,16-Nov-87,41723.9,Rob Bowman,Larry Forrester,Picard,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,9,Hide and Q,http://www.imdb.com/title/tt0708728/,7,699,23-Nov-87,41590.5,Cliff Bole,C.J. Holland,"Riker, Q","Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,10,Haven,http://www.imdb.com/title/tt0708725/,6.3,646,30-Nov-87,41294.5,Richard Compton,Tracy Torm,"Troi, Lwaxana","Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,11,The Big Goodbye,http://www.imdb.com/title/tt0708787/,7.6,721,11-Jan-88,41997.7,Joseph L. Scanlan,Tracy Torm,"Picard, Crusher, Data","Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,12,Datalore,http://www.imdb.com/title/tt0708698/,7.7,721,18-Jan-88,41242.4,Rob Bowman,Robert Lewin,"Data, Lore","Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,13,Angel One,http://www.imdb.com/title/tt0708676/,5.6,656,25-Jan-88,41636.9,Michael Rhoades,Patrick Barry,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,14,11001001,http://www.imdb.com/title/tt0708668/,7.6,714,1-Feb-88,41365.9,Paul Lynch,Maurice Hurley,"Picard, Riker","Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,15,Too Short a Season,http://www.imdb.com/title/tt0708832/,6.1,637,8-Feb-88,41309.5,Rob Bowman,Michael Michaelian,Guest,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,16,When the Bough Breaks,http://www.imdb.com/title/tt0708841/,6.3,623,15-Feb-88,41509.1,Kim Manners,Hannah Louise Shearer,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,17,Home Soil,http://www.imdb.com/title/tt0708730/,6.8,600,22-Feb-88,41463.9,Corey Allen,Karl Geurs,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,18,Coming of Age,http://www.imdb.com/title/tt0708690/,7,620,14-Mar-88,41416.2,Mike Vejar,Sandy Fries,Wesley,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,19,Heart of Glory,http://www.imdb.com/title/tt0708726/,7.4,601,21-Mar-88,41503.7,Rob Bowman,Maurice Hurley,Worf,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,20,The Arsenal of Freedom,http://www.imdb.com/title/tt0708783/,7.1,652,11-Apr-88,41798.2,Les Landau,Maurice Hurley,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,21,Symbiosis,http://www.imdb.com/title/tt0708781/,6.9,622,18-Apr-88,Unknown,Win Phelps,Robert Lewin,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,22,Skin of Evil,http://www.imdb.com/title/tt0708776/,6.9,692,25-Apr-88,41601.3,Joseph L. Scanlan,Joseph Stefano,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,23,We'll Always Have Paris,http://www.imdb.com/title/tt0708840/,6.8,598,2-May-88,41697.9,Robert Becker,Deborah Dean Davis,Picard,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,24,Conspiracy,http://www.imdb.com/title/tt0708691/,8.1,714,9-May-88,41775.5,Cliff Bole,Robert Sabaroff,Picard,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,1,25,The Neutral Zone,http://www.imdb.com/title/tt0708811/,7.4,654,16-May-88,41986,James L. Conway,Deborah McIntyre,Various,"Patrick Stewart as Captain Jean-Luc Picard, Jonathan Frakes as Commander William Riker, LeVar Burton as Lt. (j.g.) Geordi La Forge, Denise Crosby as Lt. Tasha Yar (23 episodes), Michael Dorn as Lt. (j.g.) Worf, Gates McFadden as Doctor Beverley Crusher, Marina Sirtis as Counselor Deanna Troi, Brent Spiner as Lt. Commander Data, Wil Wheaton as Wesley Crusher","John de Lancie as Q, Colm Meaney as Conn Ensign",,
TNG,2,1,The Child,http://www.imdb.com/title/tt0708790/,5.8,667,21-Nov-88,42073.1,Rob Bowman,Jaron Summers,"Troi, Pulaski, Guinan","Patrick Stewart as Captain Jean Luc Picard, Jonathan Frakes as Commander William T. Riker, Brent Spiner as Lt Cmdr. Data, LeVar Burton as Lt. Geordi La Forge, Marina Sirtis as Councillor Deanna Troi, Michael Dorn as Lt. Worf, Wil Wheaton as Act Ens. Wesley Crusher, Diana Muldaur as Dr. Katherine Pulaski","Colm Meaney as Chief Miles O'Brien, Whoopi Goldberg as Guinan, Lycia Naff as Ens. Sonia Gomez, Suzie Plakson as Dr. Selar and K'Ehleyr, Rhonda Aldrich as Madeline, Majel Barrett as Lwaxana Troi, John de Lancie as Q, Armin Shimmerman as Bractor, Carel Struycken as Mr. Homn",,
TNG,2,2,Where Silence Has Lease,http://www.imdb.com/title/tt0708843/,7,650,28-Nov-88,42193.6,Winrich Kolbe,Jack B. Sowards,Various,"Patrick Stewart as Captain Jean Luc Picard, Jonathan Frakes as Commander William T. Riker, Brent Spiner as Lt Cmdr. Data, LeVar Burton as Lt. Geordi La Forge, Marina Sirtis as Councillor Deanna Troi, Michael Dorn as Lt. Worf, Wil Wheaton as Act Ens. Wesley Crusher, Diana Muldaur as Dr. Katherine Pulaski","Colm Meaney as Chief Miles O'Brien, Whoopi Goldberg as Guinan, Lycia Naff as Ens. Sonia Gomez, Suzie Plakson as Dr. Selar and K'Ehleyr, Rhonda Aldrich as Madeline, Majel Barrett as Lwaxana Troi, John de Lancie as Q, Armin Shimmerman as Bractor, Carel Struycken as Mr. Homn",,
TNG,2,3,"Elementary, Dear Data",http://www.imdb.com/title/tt0708704/,8.1,758,5-Dec-88,42286.3,Rob Bowman,Brian Alan Lane,"Data, LaForge, Pulaski","Patrick Stewart as Captain Jean Luc Picard, Jonathan Frakes as Commander William T. Riker, Brent Spiner as Lt Cmdr. Data, LeVar Burton as Lt. Geordi La Forge, Marina Sirtis as Councillor Deanna Troi, Michael Dorn as Lt. Worf, Wil Wheaton as Act Ens. Wesley Crusher, Diana Muldaur as Dr. Katherine Pulaski","Colm Meaney as Chief Miles O'Brien, Whoopi Goldberg as Guinan, Lycia Naff as Ens. Sonia Gomez, Suzie Plakson as Dr. Selar and K'Ehleyr, Rhonda Aldrich as Madeline, Majel Barrett as Lwaxana Troi, John de Lancie as Q, Armin Shimmerman as Bractor, Carel Struycken as Mr. Homn",,
TNG,2,4,The Outrageous Okona,http://www.imdb.com/title/tt0708816/,6.3,671,12-Dec-88,42402.7,Robert Becker,Les Menchen,"Data, Guest","Patrick Stewart as Captain Jean Luc Picard, Jonathan Frakes as Commander William T. Riker, Brent Spiner as Lt Cmdr. Data, LeVar Burton as Lt. Geordi La Forge, Marina Sirtis as Councillor Deanna Troi, Michael Dorn as Lt. Worf, Wil Wheaton as Act Ens. Wesley Crusher, Diana Muldaur as Dr. Katherine Pulaski","Colm Meaney as Chief Miles O'Brien, Whoopi Goldberg as Guinan, Lycia Naff as Ens. Sonia Gomez, Suzie Plakson as Dr. Selar and K'Ehleyr, Rhonda Aldrich as Madeline, Majel Barrett as Lwaxana Troi, John de Lancie as Q, Armin Shimmerman as Bractor, Carel Struycken as Mr. Homn",,
TNG,2,5,Loud as a Whisper,http://www.imdb.com/title/tt0708744/,6.5,600,9-Jan-89,42477.2,Larry Shaw,Jacqueline Zambrano,"Troi, Guest","Patrick Stewart as Captain Jean Luc Picard, Jonathan Frakes as Commander William T. Riker, Brent Spiner as Lt Cmdr. Data, LeVar Burton as Lt. Geordi La Forge, Marina Sirtis as Councillor Deanna Troi, Michael Dorn as Lt. Worf, Wil Wheaton as Act Ens. Wesley Crusher, Diana Muldaur as Dr. Katherine Pulaski","Colm Meaney as Chief Miles O'Brien, Whoopi Goldberg as Guinan, Lycia Naff as Ens. Sonia Gomez, Suzie Plakson as Dr. Selar and K'Ehleyr, Rhonda Aldrich as Madeline, Majel Barrett as Lwaxana Troi, John de Lancie as Q, Armin Shimmerman as Bractor, Carel Struycken as Mr. Homn",,
TNG,2,6,The Schizoid Man,http://www.imdb.com/title/tt0708822/,6.8,610,23-Jan-89,42437.5,Les Landau,Richard Manning,Data,"Patrick Stewart as Captain Jean Luc Picard, Jonathan Frakes as Commander William T. Riker, Brent Spiner as Lt Cmdr. Data, LeVar Burton as Lt. Geordi La Forge, Marina Sirtis as Councillor Deanna Troi, Michael Dorn as Lt. Worf, Wil Wheaton as Act Ens. Wesley Crusher, Diana Muldaur as Dr. Katherine Pulaski","Colm Meaney as Chief Miles O'Brien, Whoopi Goldberg as Guinan, Lycia Naff as Ens. Sonia Gomez, Suzie Plakson as Dr. Selar and K'Ehleyr, Rhonda Aldrich as Madeline, Majel Barrett as Lwaxana Troi, John de Lancie as Q, Armin Shimmerman as Bractor, Carel Struycken as Mr. Homn",,
